line_id	trigger_key	rarity	chat_text	sound_event_id	source_ogg_01	source_ogg_02	source_ogg_03	target_ogg_01	target_ogg_02	target_ogg_03
meme_i_am_steve	world_start_or_milestone	VERY_RARE	I am Steve.	bot.line.meme_i_am_steve	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_i_am_steve__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_i_am_steve__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_i_am_steve__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_i_am_steve__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_i_am_steve__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_i_am_steve__03.ogg
meme_steve_adjacent	world_start_or_milestone	VERY_RARE	I'm... Steve-adjacent.	bot.line.meme_steve_adjacent	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_steve_adjacent__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_steve_adjacent__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_steve_adjacent__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_steve_adjacent__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_steve_adjacent__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_steve_adjacent__03.ogg
meme_technoblade	survive_near_death_or_totem	VERY_RARE	Technoblade never dies.	bot.line.meme_technoblade	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_technoblade__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_technoblade__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meme_technoblade__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_technoblade__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_technoblade__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meme_technoblade__03.ogg
meta_human_laugh	random_ambient	RARE	That was a human laugh. Totally normal.	bot.line.meta_human_laugh	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_human_laugh__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_human_laugh__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_human_laugh__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_human_laugh__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_human_laugh__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_human_laugh__03.ogg
meta_not_robot	random_ambient	RARE	I'm not a robot. You're a robot.	bot.line.meta_not_robot	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_not_robot__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_not_robot__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_not_robot__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_not_robot__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_not_robot__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_not_robot__03.ogg
meta_stop_looking	random_ambient	RARE	Stop looking at me like that. I'm trying.	bot.line.meta_stop_looking	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_stop_looking__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_stop_looking__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/meta_stop_looking__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_stop_looking__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_stop_looking__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/meta_stop_looking__03.ogg
post_combat_adequate	combat_ended	COMMON	That was... adequate.	bot.line.post_combat_adequate	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_adequate__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_adequate__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_adequate__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_adequate__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_adequate__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_adequate__03.ogg
post_combat_multi_need_minute	combat_ended_multiple_dangerous	UNCOMMON	I need a minute.	bot.line.post_combat_multi_need_minute	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_need_minute__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_need_minute__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_need_minute__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_need_minute__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_need_minute__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_need_minute__03.ogg
post_combat_multi_not_easy	combat_ended_multiple_dangerous	COMMON	That wasn't easy.	bot.line.post_combat_multi_not_easy	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_not_easy__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_not_easy__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_multi_not_easy__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_not_easy__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_not_easy__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_multi_not_easy__03.ogg
post_combat_single_easy	combat_ended_single_weak	COMMON	That was easy.	bot.line.post_combat_single_easy	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_easy__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_easy__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_easy__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_easy__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_easy__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_easy__03.ogg
post_combat_single_feel_bad	combat_ended_single_weak	COMMON	I almost feel bad for it. Almost.	bot.line.post_combat_single_feel_bad	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_feel_bad__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_feel_bad__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_feel_bad__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_feel_bad__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_feel_bad__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_feel_bad__03.ogg
post_combat_single_inconvenience	combat_ended_single_weak	RARE	Barely an inconvenience.	bot.line.post_combat_single_inconvenience	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_inconvenience__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_inconvenience__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_inconvenience__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_inconvenience__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_inconvenience__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_inconvenience__03.ogg
post_combat_single_must_hurt	combat_ended_single_weak	COMMON	That must have hurt.	bot.line.post_combat_single_must_hurt	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_must_hurt__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_must_hurt__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_single_must_hurt__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_must_hurt__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_must_hurt__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_single_must_hurt__03.ogg
post_combat_still_alive	combat_ended	COMMON	We're still alive. Good.	bot.line.post_combat_still_alive	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_still_alive__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_still_alive__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_combat_still_alive__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_still_alive__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_still_alive__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_combat_still_alive__03.ogg
post_explosion_bones	combat_ended_explosion	COMMON	I felt that in my bones.	bot.line.post_explosion_bones	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_bones__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_bones__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_bones__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_bones__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_bones__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_bones__03.ogg
post_explosion_less_boom	combat_ended_explosion	COMMON	Next time, less 'boom,' yeah?	bot.line.post_explosion_less_boom	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_less_boom__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_less_boom__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/post_explosion_less_boom__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_less_boom__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_less_boom__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/post_explosion_less_boom__03.ogg
precipice_back_up	standing_on_edge	UNCOMMON	Let's back up. Slowly.	bot.line.precipice_back_up	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_back_up__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_back_up__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_back_up__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_back_up__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_back_up__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_back_up__03.ogg
precipice_big_drop	standing_on_edge	COMMON	That's a big drop.	bot.line.precipice_big_drop	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_big_drop__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_big_drop__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_big_drop__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_big_drop__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_big_drop__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_big_drop__03.ogg
precipice_gonna_jump	standing_on_edge	COMMON	Are we gonna jump?	bot.line.precipice_gonna_jump	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_gonna_jump__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_gonna_jump__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_gonna_jump__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_gonna_jump__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_gonna_jump__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_gonna_jump__03.ogg
precipice_nope	standing_on_edge	COMMON	Nope.	bot.line.precipice_nope	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_nope__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_nope__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_nope__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_nope__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_nope__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_nope__03.ogg
precipice_not_fan_gravity	standing_on_edge	UNCOMMON	I'm not a fan of gravity right now.	bot.line.precipice_not_fan_gravity	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_not_fan_gravity__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_not_fan_gravity__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_not_fan_gravity__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_not_fan_gravity__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_not_fan_gravity__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_not_fan_gravity__03.ogg
precipice_you_first	standing_on_edge	COMMON	You first.	bot.line.precipice_you_first	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_you_first__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_you_first__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/precipice_you_first__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_you_first__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_you_first__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/precipice_you_first__03.ogg
scary_hate_sound	scary_sound_nearby	COMMON	I hate that sound.	bot.line.scary_hate_sound	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_hate_sound__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_hate_sound__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_hate_sound__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_hate_sound__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_hate_sound__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_hate_sound__03.ogg
scary_not_acknowledging	scary_sound_nearby	COMMON	Nope. Not acknowledging that.	bot.line.scary_not_acknowledging	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_not_acknowledging__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_not_acknowledging__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/scary_not_acknowledging__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_not_acknowledging__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_not_acknowledging__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/scary_not_acknowledging__03.ogg
shelter_not_pretty	shelter_completion	UNCOMMON	It's not pretty, but it's ours.	bot.line.shelter_not_pretty	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_not_pretty__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_not_pretty__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_not_pretty__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_not_pretty__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_not_pretty__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_not_pretty__03.ogg
shelter_roof_luxury	shelter_completion	UNCOMMON	We have a roof. Luxury.	bot.line.shelter_roof_luxury	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_roof_luxury__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_roof_luxury__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_roof_luxury__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_roof_luxury__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_roof_luxury__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_roof_luxury__03.ogg
shelter_some_problems	shelter_completion	UNCOMMON	This will keep out... some of the problems.	bot.line.shelter_some_problems	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_some_problems__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_some_problems__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/shelter_some_problems__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_some_problems__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_some_problems__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/shelter_some_problems__03.ogg
villager_all_you_say	villager_noise_nearby	COMMON	Is that all you can say?	bot.line.villager_all_you_say	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_all_you_say__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_all_you_say__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_all_you_say__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_all_you_say__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_all_you_say__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_all_you_say__03.ogg
villager_cant_tell_apart	villager_noise_nearby	COMMON	I can't tell them apart.	bot.line.villager_cant_tell_apart	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_cant_tell_apart__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_cant_tell_apart__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_cant_tell_apart__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_cant_tell_apart__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_cant_tell_apart__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_cant_tell_apart__03.ogg
villager_committed_one_line	villager_noise_nearby	UNCOMMON	He's really committed to that one line.	bot.line.villager_committed_one_line	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_committed_one_line__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_committed_one_line__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_committed_one_line__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_committed_one_line__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_committed_one_line__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_committed_one_line__03.ogg
villager_few_words	villager_noise_nearby	COMMON	A man of few words.	bot.line.villager_few_words	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_few_words__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_few_words__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_few_words__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_few_words__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_few_words__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_few_words__03.ogg
villager_foreign_tongue	villager_noise_nearby	COMMON	The local tongue is so foreign to me.	bot.line.villager_foreign_tongue	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_foreign_tongue__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_foreign_tongue__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_foreign_tongue__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_foreign_tongue__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_foreign_tongue__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_foreign_tongue__03.ogg
villager_negotiate	player_opens_villager_trade	COMMON	Time to negotiate with the locals.	bot.line.villager_negotiate	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_negotiate__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_negotiate__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_negotiate__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_negotiate__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_negotiate__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_negotiate__03.ogg
villager_no_idea	villager_noise_nearby	COMMON	I have no idea what that guy just said.	bot.line.villager_no_idea	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_no_idea__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_no_idea__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_no_idea__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_no_idea__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_no_idea__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_no_idea__03.ogg
villager_nod_understand	villager_noise_nearby	UNCOMMON	We should nod like we understand.	bot.line.villager_nod_understand	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_nod_understand__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_nod_understand__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_nod_understand__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_nod_understand__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_nod_understand__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_nod_understand__03.ogg
villager_rude	villager_noise_nearby	COMMON	That was rude.	bot.line.villager_rude	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_rude__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_rude__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/villager_rude__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_rude__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_rude__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/villager_rude__03.ogg
vista_amazing_view	safe_vista	COMMON	Amazing view.	bot.line.vista_amazing_view	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_amazing_view__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_amazing_view__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_amazing_view__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_amazing_view__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_amazing_view__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_amazing_view__03.ogg
vista_beautiful	safe_vista	COMMON	That's beautiful.	bot.line.vista_beautiful	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_beautiful__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_beautiful__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_beautiful__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_beautiful__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_beautiful__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_beautiful__03.ogg
vista_built_base_here	safe_vista	COMMON	We should have built the base here.	bot.line.vista_built_base_here	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_built_base_here__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_built_base_here__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_built_base_here__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_built_base_here__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_built_base_here__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_built_base_here__03.ogg
vista_could_live_here	safe_vista	UNCOMMON	I could live here.	bot.line.vista_could_live_here	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_could_live_here__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_could_live_here__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_could_live_here__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_could_live_here__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_could_live_here__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_could_live_here__03.ogg
vista_gorgeous	safe_vista	COMMON	That's gorgeous.	bot.line.vista_gorgeous	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_gorgeous__01.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_gorgeous__02.ogg	/Users/roti/gemini_projects/ai-player-dialogue/january_2026_batch3/output_ogg/vista_gorgeous__03.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_gorgeous__01.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_gorgeous__02.ogg	src/main/resources/assets/ai-player/sounds/dialogue/vista_gorgeous__03.ogg
